Розіграш	Дата проведення	Лототрон	Комплект кульок	Кулька номер 1	Кулька номер 2	Кулька номер 3	Кулька номер 4	Кулька номер 5	Кулька номер 6	Кулька номер 7	Кулька номер 8	Кулька номер 9	Кулька номер 10	Кулька номер 11	Кулька номер 12	Кулька номер 13	Кулька номер 14	Кулька номер 15	Кулька номер 16	Кулька номер 17	Кулька номер 18	Кулька номер 19	Кулька номер 20	2х2	2х3	3х3	2х4	3х4	4х4	3х5	4х5	5х5	3х6	4х6	5х6	6х6	4х7	5х7	6х7	7х7	4х8	5х8	6х8	7х8	8х8	0х9	5х9	6х9	7х9	8х9	9х9	0х10	5х10	6х10	7х10	8х10	9х10	10х10
6515	2019-02-10	А	3	20	8	31	54	21	60	6	16	57	36	41	28	29	17	50	49	47	30	74	67	24	106	4	229	40	0	241	14	0	703	147	5	0	213	38	0	0	290	72	5	2	0	485	103	26	0	0	0	745	489	98	8	2	0	0
6514	2019-02-09	А	4	29	33	72	61	41	66	11	79	75	28	21	37	53	12	15	18	20	52	57	45	17	99	12	226	34	3	271	30	0	831	131	22	0	280	35	1	0	306	62	9	0	0	246	164	12	0	0	0	725	703	122	34	0	0	0
6513	2019-02-08	А	4	72	7	55	6	2	79	60	47	52	34	46	20	3	49	4	24	25	36	66	16	40	130	18	283	69	14	337	49	1	1292	334	23	1	346	54	4	0	401	117	7	1	0	227	187	53	7	1	0	655	873	197	29	0	0	0
6512	2019-02-07	А	1	29	80	73	26	78	58	6	61	54	17	74	11	64	70	34	49	56	51	65	53	25	146	2	200	54	3	188	39	0	587	127	7	0	203	30	1	0	248	45	5	0	0	332	83	11	0	0	0	729	610	167	36	0	0	0
6511	2019-02-06	Б	1	60	62	1	40	14	66	16	29	65	41	61	22	39	28	54	23	49	44	8	9	16	98	3	272	55	13	337	21	2	647	155	22	0	319	26	7	0	256	60	11	0	0	210	163	26	2	0	0	588	698	143	11	1	0	0
6510	2019-02-05	Б	2	54	5	39	1	2	80	16	40	68	41	43	12	7	46	62	79	50	56	60	11	66	177	31	325	80	15	785	122	7	754	250	27	1	342	70	1	0	313	65	8	0	0	236	214	30	2	0	0	541	859	223	28	0	0	0
6509	2019-02-04	Б	4	24	48	55	72	19	75	42	43	70	39	32	15	77	53	12	33	58	14	40	34	6	144	21	267	40	0	224	16	0	1144	334	50	0	218	46	1	0	226	53	8	0	0	296	71	12	0	0	0	617	551	97	9	3	0	0
6508	2019-02-03	А	1	44	70	71	37	35	34	17	61	42	69	49	39	1	13	43	65	23	33	22	3	32	171	20	251	46	0	238	23	1	1036	311	33	3	300	57	3	0	227	55	8	0	0	198	105	26	1	0	0	513	540	159	26	0	0	0
6507	2019-02-02	Б	3	75	59	45	52	38	69	73	8	30	62	71	5	11	77	60	12	19	54	4	57	13	65	5	263	34	2	266	25	0	616	90	28	0	259	35	2	0	259	38	11	1	0	253	103	31	11	0	0	607	641	126	26	1	0	0
6506	2019-02-01	Б	3	23	34	72	63	38	26	47	60	36	57	58	4	25	14	80	18	17	75	64	76	14	139	25	262	40	3	290	40	3	788	116	18	1	286	38	7	0	358	33	5	0	0	253	103	21	1	0	0	727	525	134	14	4	0	0
6505	2019-01-31	Б	2	37	80	33	66	21	65	17	15	7	9	29	77	51	76	40	45	22	8	13	10	46	202	14	266	45	2	353	67	3	1095	230	37	0	328	72	4	0	407	87	6	1	0	215	211	21	1	0	0	438	783	215	27	2	0	0
6504	2019-01-30	А	3	52	40	68	14	26	12	79	43	23	69	54	78	58	28	67	47	75	34	6	51	20	99	4	238	28	1	214	30	0	653	141	11	0	219	18	0	1	291	44	7	1	0	199	77	16	3	0	0	513	639	129	11	0	0	0
6503	2019-01-29	А	4	29	37	71	58	62	16	4	20	35	32	75	13	12	59	8	61	38	57	70	3	17	106	45	227	33	2	245	31	4	725	132	12	0	281	32	3	1	304	71	4	0	0	254	89	36	1	0	0	559	606	101	9	2	0	0
6502	2019-01-28	А	1	44	40	19	68	61	60	29	47	50	25	16	33	24	20	23	71	77	7	39	26	14	90	4	187	31	3	221	40	1	555	148	18	0	211	46	0	0	265	50	5	1	0	319	148	12	0	0	0	675	547	100	27	0	0	0
6501	2019-01-27	Б	4	77	52	74	17	13	50	44	37	7	64	12	20	28	36	31	55	2	78	21	49	13	97	4	204	36	0	227	21	1	1135	331	31	0	203	57	0	0	235	79	8	0	0	286	141	12	1	0	0	607	638	143	14	0	0	0
6500	2019-01-26	А	1	67	5	50	23	58	2	49	25	40	55	7	15	6	32	70	31	42	68	59	65	20	73	11	210	27	1	169	30	1	717	129	11	0	231	27	1	0	220	45	9	0	0	306	79	14	1	0	0	676	571	149	10	0	0	0
6499	2019-01-25	Б	2	59	25	50	6	2	68	62	26	35	37	24	80	52	5	43	46	58	27	54	74	30	126	12	320	45	10	272	58	2	877	189	27	0	272	53	0	0	330	60	16	1	0	295	130	18	1	0	0	570	682	169	29	0	0	0
6498	2019-01-24	Б	4	40	6	60	59	4	74	61	73	65	79	16	63	11	32	21	47	62	20	24	31	110	107	14	200	49	5	243	41	0	708	148	23	0	209	22	3	1	214	42	10	0	0	311	86	40	0	0	0	684	502	127	11	1	0	0
6497	2019-01-23	А	1	73	1	77	45	31	48	24	6	5	3	26	44	32	16	66	15	12	25	10	65	27	167	25	313	101	3	454	107	6	1160	332	64	5	432	169	4	0	331	155	21	6	0	234	205	70	4	0	0	495	1082	292	55	5	0	0
6496	2019-01-22	Б	2	11	52	49	46	12	27	33	4	17	23	60	70	51	2	7	61	37	34	22	47	32	177	12	319	76	7	282	46	0	823	202	13	0	225	53	6	0	269	98	15	0	0	236	152	39	0	0	0	526	646	149	20	0	0	0
6495	2019-01-21	Б	4	58	63	68	29	20	74	33	19	67	16	70	52	77	31	13	22	9	72	41	39	20	96	7	237	36	2	238	27	2	772	126	23	0	216	34	5	0	235	64	4	0	0	275	109	15	0	1	0	686	643	98	9	0	0	0
6494	2019-01-20	А	3	52	75	37	61	80	70	64	4	24	40	44	33	8	10	1	71	29	15	16	76	16	106	3	209	53	7	199	17	0	607	177	10	0	183	33	0	0	261	72	2	0	0	314	88	14	0	0	0	505	766	106	14	8	0	0
6493	2019-01-19	Б	1	9	16	29	64	33	36	39	23	37	60	63	24	55	25	51	79	3	7	43	62	28	78	5	307	58	3	295	32	3	817	197	48	0	298	58	3	0	313	58	6	0	0	225	128	51	0	1	0	441	810	165	18	2	0	0
6492	2019-01-18	Б	4	43	36	50	30	55	80	46	31	26	54	64	37	76	25	61	1	70	44	7	9	37	195	36	341	49	2	357	64	0	901	171	25	0	244	38	2	0	325	80	7	0	0	306	157	30	0	0	0	681	675	154	20	0	1	0
6491	2019-01-17	Б	3	19	33	69	16	52	63	61	10	80	67	32	45	73	5	43	48	79	55	75	49	30	120	15	223	41	1	221	38	0	693	150	24	6	236	32	0	0	295	47	5	0	0	322	180	37	0	0	0	733	605	125	19	0	0	0
6490	2019-01-16	Б	2	25	43	66	57	55	42	4	54	19	61	1	68	76	10	34	20	67	6	52	11	28	172	23	285	50	6	357	48	3	880	213	21	1	297	55	2	0	325	70	9	0	0	235	178	58	5	0	0	359	651	227	51	0	0	0
6489	2019-01-15	Б	1	24	56	13	43	77	10	73	33	65	68	36	19	69	62	44	54	57	22	27	12	15	130	5	202	34	3	228	20	2	745	123	12	0	225	30	4	0	273	53	5	0	0	236	125	15	2	0	0	557	736	147	33	5	0	0
6488	2019-01-14	А	1	71	60	10	29	67	69	40	59	62	63	44	4	73	28	66	15	55	41	34	18	50	97	12	292	29	1	244	45	2	709	186	12	0	289	38	3	0	280	70	7	1	0	317	121	33	0	0	0	644	735	171	27	4	0	0
6487	2019-01-13	А	1	48	71	32	45	43	26	69	65	74	76	1	60	2	30	36	38	23	58	34	6	12	88	4	174	32	1	115	19	0	507	99	22	1	170	29	5	0	183	35	5	0	0	308	86	15	1	0	0	724	507	87	16	0	0	0
6486	2019-01-12	Б	3	4	66	7	28	27	32	50	40	13	6	77	33	60	42	53	37	62	24	30	73	34	108	3	247	62	1	292	20	1	735	159	29	0	272	33	1	0	356	96	7	1	0	254	141	13	1	0	0	542	596	161	12	5	0	0
6485	2019-01-11	Б	4	64	41	78	76	79	43	7	11	80	23	46	1	30	6	68	8	56	71	27	36	46	143	16	252	53	2	278	41	2	925	191	20	0	323	57	17	4	326	61	9	2	0	270	120	39	0	0	0	673	703	108	23	3	1	0
6484	2019-01-10	Б	1	27	59	76	16	75	48	37	65	78	55	29	10	34	3	38	14	74	51	11	40	20	113	16	279	63	3	282	46	0	717	174	19	1	300	36	3	0	261	59	4	0	0	310	143	17	1	0	0	462	662	145	12	1	0	0
6483	2019-01-09	А	4	8	25	28	32	2	79	50	14	48	40	11	27	3	58	44	18	70	12	72	13	63	143	8	366	61	2	362	54	3	997	220	18	0	317	57	1	0	343	122	6	1	0	277	193	16	1	0	0	514	842	180	29	1	0	0
6482	2019-01-08	А	2	75	73	69	32	37	12	58	53	29	24	30	21	56	57	8	15	62	25	71	79	12	123	7	185	32	3	255	34	1	616	124	10	0	211	20	0	0	308	62	7	0	0	237	78	38	1	0	0	594	534	80	8	1	0	0
6481	2019-01-07	А	4	77	59	21	22	18	68	57	12	76	1	33	39	11	64	71	79	58	63	23	14	25	83	2	170	25	3	222	34	3	495	105	19	0	219	57	2	0	182	22	4	0	0	191	118	39	0	0	0	348	604	110	11	2	0	0
6480	2019-01-06	А	2	10	60	5	11	56	49	47	41	37	19	6	25	2	22	31	48	45	80	73	62	11	67	2	249	60	2	262	32	1	839	122	17	0	233	22	3	0	284	73	9	0	0	244	96	24	0	0	0	533	629	152	22	6	0	0
6479	2019-01-05	Б	4	56	6	66	44	42	35	19	5	78	65	79	33	8	28	43	60	75	74	47	18	9	77	6	242	51	2	270	39	2	793	201	19	1	256	45	1	0	293	46	9	0	0	281	144	10	0	0	0	585	680	105	5	0	0	0
6478	2019-01-04	Б	1	53	79	20	5	43	69	65	67	23	74	34	62	39	13	31	52	60	22	11	77	67	143	16	346	36	3	295	35	0	1126	199	20	2	282	59	8	0	356	65	6	1	0	289	129	16	0	0	0	681	634	139	21	1	0	0
6477	2019-01-03	А	2	35	56	63	12	73	53	39	19	78	31	24	45	1	28	44	23	20	69	9	27	18	108	12	205	38	0	283	88	2	705	166	20	0	223	42	6	0	289	60	4	0	0	212	135	17	4	0	0	382	712	137	10	3	0	0
6476	2019-01-02	Б	4	1	66	54	42	36	60	75	39	71	29	68	8	77	35	20	22	4	23	76	72	89	95	4	181	38	0	180	30	1	496	116	14	0	200	31	0	0	256	50	2	0	0	227	100	13	3	0	0	426	557	96	4	0	0	0
6475	2019-01-01	Б	3	64	24	43	25	27	63	18	10	68	36	61	57	65	29	49	17	35	69	26	1	8	71	7	131	14	2	225	39	2	527	168	15	1	241	53	18	0	239	69	9	0	0	183	131	43	2	0	0	344	557	233	96	17	0	0
6474	2018-12-31	Б	4	25	51	59	31	8	68	12	46	48	63	79	72	3	40	54	75	28	65	50	76	14	79	7	269	42	2	223	22	3	675	122	15	1	303	32	3	0	327	82	7	0	0	274	86	12	2	0	0	899	719	205	13	1	0	0
6473	2018-12-30	Б	1	41	16	69	25	58	47	34	50	80	38	66	62	56	61	2	70	35	68	36	9	37	157	65	282	82	8	362	86	2	851	257	43	3	350	111	5	10	350	89	15	10	0	294	236	72	4	0	0	639	871	319	35	2	0	0
6472	2018-12-29	Б	2	1	35	55	26	58	17	77	63	14	32	65	37	59	40	69	27	64	12	48	56	31	80	9	249	41	0	221	34	0	605	139	12	3	261	32	3	0	259	53	5	2	0	309	106	18	3	0	0	777	688	122	23	11	0	0
6471	2018-12-28	Б	4	19	44	28	64	50	56	79	54	6	34	67	22	59	12	37	14	17	30	36	1	10	88	14	240	43	3	345	53	2	807	139	5	0	263	64	3	1	322	65	4	0	0	297	90	27	3	0	0	701	602	107	24	10	0	0
6470	2018-12-27	Б	3	27	60	11	35	10	79	47	12	36	64	74	49	46	32	14	59	75	30	57	24	8	128	3	179	28	0	185	28	1	835	81	8	1	157	20	1	0	217	26	4	0	0	372	79	18	0	0	0	666	526	129	23	2	0	0
6469	2018-12-26	Б	4	4	35	5	18	12	40	63	79	69	48	73	19	1	43	11	76	50	30	39	21	15	131	6	255	63	1	271	44	0	891	131	14	1	225	22	10	0	230	51	4	0	0	324	145	21	1	0	0	590	661	132	20	0	0	0
6468	2018-12-25	А	1	65	74	50	77	36	40	2	75	1	79	8	11	26	17	42	32	15	30	59	37	20	76	13	285	23	1	234	17	0	610	138	9	2	237	31	0	0	212	37	4	0	0	237	141	8	2	0	0	587	583	96	8	0	0	0
6467	2018-12-24	А	1	53	21	61	50	67	1	80	16	75	60	79	68	71	42	34	14	12	44	66	7	19	133	33	264	49	5	356	34	0	777	181	19	1	306	34	11	0	313	51	6	1	0	275	182	19	6	0	0	634	679	153	24	1	0	0
6466	2018-12-23	Б	1	20	68	57	37	18	4	24	48	38	72	10	44	1	59	78	54	45	35	63	49	57	115	23	336	70	6	286	79	1	727	200	26	0	328	105	3	0	307	87	8	0	0	339	202	21	2	0	0	584	877	211	27	1	0	0
6465	2018-12-22	Б	1	62	35	30	2	1	22	69	31	61	28	42	34	52	10	16	27	32	46	37	64	36	137	18	305	99	1	320	73	2	912	228	27	2	320	50	4	0	311	97	14	0	0	309	132	15	2	0	0	641	809	193	45	1	0	0
6464	2018-12-21	Б	2	31	29	39	1	5	20	77	23	48	8	21	14	16	28	6	64	18	53	52	51	11	183	21	431	98	3	453	90	3	1071	294	35	0	421	90	3	1	505	137	15	2	0	233	214	29	2	0	0	549	1106	267	42	12	0	0
6463	2018-12-20	А	3	3	76	57	74	15	58	29	38	80	25	26	50	32	73	17	18	78	34	1	30	10	88	5	229	39	1	320	43	1	778	159	11	0	252	41	4	0	322	51	1	0	0	236	168	23	1	0	0	548	678	151	12	1	0	0
6462	2018-12-19	А	3	20	19	73	74	7	11	38	67	50	58	35	65	33	49	24	17	62	13	64	40	26	130	10	338	44	2	362	33	0	796	132	14	0	227	46	0	0	291	70	3	0	0	261	113	20	1	0	0	634	584	144	10	0	0	0
6461	2018-12-18	А	1	37	46	33	22	24	48	80	20	56	71	63	74	66	61	77	64	38	42	62	47	8	71	12	245	36	1	239	35	2	680	198	14	1	199	26	2	0	264	44	7	0	0	427	145	22	0	0	0	986	535	135	17	1	0	0
6460	2018-12-17	Б	2	23	72	2	61	28	43	48	79	3	25	70	64	19	36	65	1	37	33	24	22	28	77	6	249	83	5	311	38	0	897	139	21	0	279	49	4	0	299	67	8	1	0	423	139	18	0	0	0	603	758	216	18	2	0	0
6459	2018-12-16	А	2	33	28	65	35	73	18	61	31	55	70	52	12	60	63	36	8	80	57	78	42	7	99	7	244	27	13	198	48	1	666	134	10	0	198	42	1	0	288	48	6	0	0	289	115	13	0	0	0	548	557	111	15	1	0	0
6458	2018-12-15	Б	2	77	16	30	1	50	48	31	4	8	40	53	73	45	23	3	27	6	47	19	10	17	191	14	267	130	7	422	53	2	1117	326	38	2	366	80	9	0	383	136	28	1	0	209	240	24	7	0	0	569	946	324	54	0	0	0
6457	2018-12-14	Б	1	47	11	53	38	18	9	50	80	7	28	15	75	3	70	65	8	27	61	39	31	14	96	31	228	67	0	336	33	3	866	185	15	1	271	45	4	0	414	92	22	1	0	201	177	37	0	0	0	475	859	165	31	3	1	0
6456	2018-12-13	А	2	31	22	15	6	33	14	49	62	7	28	64	20	24	43	32	75	55	34	59	37	12	119	9	183	35	3	216	41	1	695	169	32	0	209	28	3	1	280	67	4	0	0	366	97	30	1	0	0	547	665	104	23	1	0	0
6455	2018-12-12	Б	2	34	5	32	53	19	47	12	56	62	38	36	6	14	24	44	26	42	40	61	7	76	261	138	315	104	17	390	89	5	945	307	23	0	384	74	9	0	390	149	23	1	0	222	220	34	2	1	0	590	986	239	61	17	0	0
6454	2018-12-11	Б	1	9	20	54	66	34	14	23	2	70	72	67	33	76	21	28	35	22	31	74	64	47	125	19	239	50	9	271	45	4	730	155	6	3	198	39	12	1	316	39	4	1	0	277	121	15	0	0	0	673	602	117	21	2	0	0
6453	2018-12-10	А	3	66	72	68	4	3	58	60	10	41	34	73	2	6	30	62	57	29	16	23	37	25	186	33	362	84	4	403	206	2	944	271	18	1	421	61	7	0	412	100	18	1	0	182	263	36	5	0	0	508	907	191	32	0	0	0
6452	2018-12-09	А	1	4	80	14	37	18	22	36	58	48	72	7	57	31	71	51	69	27	43	12	79	28	42	5	259	44	1	194	25	11	522	123	21	0	174	36	3	0	187	60	6	0	0	279	96	18	2	1	0	768	593	147	33	2	0	0
6451	2018-12-08	А	4	73	7	32	78	57	79	8	59	65	80	5	21	18	58	22	75	23	15	36	14	42	93	27	278	39	0	268	46	5	656	167	8	1	269	39	2	0	305	60	5	0	1	270	135	41	2	0	0	740	783	123	23	2	0	0
6450	2018-12-07	Б	3	11	73	34	3	19	66	26	75	76	51	29	32	36	48	1	12	70	21	45	27	14	139	3	289	68	12	278	30	12	759	177	13	0	344	45	3	0	321	55	6	0	0	271	116	19	3	0	0	717	749	137	17	1	0	0
6449	2018-12-06	А	1	59	24	36	17	11	39	57	60	54	52	33	74	30	37	18	12	50	44	45	72	15	94	4	257	41	3	176	31	0	610	87	9	0	195	36	4	0	224	41	3	0	0	448	96	14	1	0	0	833	534	105	20	4	0	0
6448	2018-12-05	Б	4	1	78	40	72	35	41	32	15	60	65	36	11	77	46	53	27	28	51	18	6	37	175	4	278	59	1	291	28	0	742	121	14	0	214	18	2	0	256	60	5	0	0	178	110	6	0	0	0	596	629	119	21	1	0	0
6447	2018-12-04	Б	3	28	33	3	51	76	63	80	19	9	45	43	31	52	44	36	10	75	1	34	24	26	199	24	345	51	12	297	40	11	1028	260	16	0	313	48	1	0	327	79	11	0	0	226	227	37	0	0	0	463	771	187	20	1	0	0
6446	2018-12-03	Б	4	52	50	79	78	34	5	46	48	20	47	1	77	6	60	71	25	54	23	27	30	22	129	4	251	33	2	329	21	0	697	118	7	0	225	45	3	0	276	42	3	0	0	272	139	26	2	0	0	586	566	86	22	0	0	0
6445	2018-12-02	А	2	48	20	14	31	3	25	75	19	59	7	49	33	22	8	52	71	79	51	4	65	48	98	15	294	35	1	260	25	2	722	164	5	0	204	18	0	0	278	73	2	1	0	251	142	31	1	0	0	444	634	93	18	2	0	0
6444	2018-12-01	А	1	1	14	46	16	15	53	36	49	58	70	27	74	5	65	11	54	8	3	47	19	13	101	17	330	51	1	336	58	3	870	164	19	6	293	41	3	0	317	58	19	0	0	257	119	20	1	0	0	546	734	143	18	1	0	0
6443	2018-11-30	А	2	71	3	62	32	36	6	54	77	18	27	17	47	15	26	9	29	60	70	8	75	42	133	21	333	59	5	321	58	3	865	172	28	2	295	53	3	0	333	110	12	1	0	310	268	43	15	0	0	652	877	203	36	3	0	0
6442	2018-11-29	А	4	8	16	62	58	19	1	39	55	66	43	57	75	27	79	74	24	67	37	56	12	20	94	2	235	41	2	189	15	2	834	139	10	0	230	53	0	0	274	54	5	1	0	265	140	21	2	0	0	637	645	141	33	1	0	0
6441	2018-11-28	Б	3	68	80	2	64	32	51	79	63	40	38	62	65	47	11	29	7	57	74	52	59	15	130	8	244	96	1	224	43	0	767	210	21	0	245	50	4	0	280	58	13	0	0	286	200	14	2	0	0	683	660	170	26	0	0	0
6440	2018-11-27	Б	2	18	1	56	6	69	66	76	3	11	73	13	44	48	22	7	64	30	62	25	29	36	189	8	273	64	2	273	35	0	944	190	25	1	290	39	2	0	350	61	6	0	0	260	143	12	2	0	0	529	833	184	17	1	1	0
6439	2018-11-26	Б	2	3	56	4	69	10	8	7	40	6	27	18	42	9	24	32	38	50	29	65	74	29	152	21	236	70	7	243	59	3	848	253	41	4	281	52	8	0	329	68	20	6	0	249	188	43	12	0	0	526	869	268	41	3	0	0
6438	2018-11-25	Б	1	39	6	60	79	73	25	32	31	40	8	74	29	12	72	7	10	44	3	54	15	14	94	3	281	49	8	223	26	10	760	210	20	5	255	39	2	0	321	55	4	0	0	285	146	34	1	0	0	568	673	128	27	3	0	0
6437	2018-11-24	Б	4	19	18	11	36	59	29	22	39	47	42	24	25	40	78	1	46	52	75	43	37	21	163	3	360	51	1	247	39	1	853	156	14	2	212	52	5	1	316	72	4	0	0	314	176	22	1	0	0	587	725	143	15	1	0	0
6436	2018-11-23	Б	3	50	12	55	62	61	60	22	47	48	27	80	44	74	70	72	37	29	67	30	73	15	100	4	221	48	1	201	20	2	621	133	14	2	207	33	3	0	280	58	13	0	0	377	121	35	2	2	0	892	593	116	13	0	0	0
6435	2018-11-22	А	2	43	21	1	53	48	33	30	6	23	29	56	32	47	77	51	79	7	28	40	20	29	169	18	315	75	1	358	29	3	873	231	12	1	250	50	13	0	334	60	13	1	0	260	183	44	2	0	0	525	757	216	20	0	0	0
6434	2018-11-21	А	3	55	47	20	25	39	61	13	35	24	31	67	38	79	59	44	10	9	73	8	41	24	178	6	307	54	4	273	36	8	921	161	11	0	251	14	2	0	271	63	7	0	0	259	154	30	0	0	0	563	728	130	10	0	0	0
6433	2018-11-20	А	2	72	50	57	70	39	19	6	74	58	17	22	45	10	44	15	5	46	1	9	65	20	177	5	331	114	5	340	66	0	843	175	7	0	328	46	0	0	284	64	5	0	0	218	141	15	10	0	0	544	825	156	19	1	0	0
6432	2018-11-19	А	4	46	75	27	5	34	69	11	24	28	44	14	25	21	50	39	1	80	59	63	43	35	196	46	315	106	1	388	82	4	939	325	10	1	341	49	3	0	389	83	21	0	0	167	139	50	4	1	0	521	812	197	39	6	0	0
6431	2018-11-18	А	1	77	49	68	67	16	15	6	22	63	12	57	51	61	78	7	19	52	4	55	56	26	221	52	246	49	3	296	22	1	787	173	11	0	218	31	1	0	266	50	4	0	0	240	130	20	5	0	0	554	839	143	15	3	0	0
6430	2018-11-17	А	2	24	32	37	49	63	13	67	54	26	66	36	56	6	10	31	29	76	33	71	79	7	118	46	259	63	3	231	45	1	873	216	17	1	255	81	2	0	314	53	8	0	0	196	146	33	2	0	0	565	812	166	10	11	0	0
6429	2018-11-16	А	3	9	16	47	43	71	39	48	30	11	4	1	12	31	14	5	77	75	76	21	29	9	171	9	242	64	2	361	48	12	947	248	20	1	317	58	3	0	389	84	5	0	0	297	169	31	8	0	0	781	763	188	39	3	0	0
6428	2018-11-15	Б	4	78	77	6	66	55	74	15	29	64	35	42	39	30	51	2	25	69	45	67	54	18	130	3	228	60	2	240	41	0	1004	175	11	0	290	31	0	0	383	90	2	0	0	252	109	13	2	0	0	622	727	140	14	1	0	0
6427	2018-11-14	А	4	27	3	63	19	30	20	5	8	18	41	28	9	74	77	45	2	58	75	61	54	40	225	7	301	83	1	275	65	1	761	194	15	3	320	46	5	0	406	96	10	0	0	210	180	35	11	0	0	555	830	250	34	2	0	0
6426	2018-11-13	Б	4	41	79	51	68	4	43	44	47	62	38	7	16	74	63	71	78	57	70	6	8	20	112	35	197	44	1	186	25	1	646	163	15	1	206	25	1	0	310	37	6	0	0	310	105	18	4	0	0	689	586	103	14	3	0	0
6425	2018-11-12	Б	3	47	25	36	12	9	60	50	54	43	80	53	63	33	19	62	79	20	10	74	69	137	139	30	296	45	2	322	36	2	1060	390	63	0	300	56	2	0	295	138	4	1	0	256	168	36	2	0	0	500	817	193	46	1	0	0
6424	2018-11-11	А	4	61	77	55	47	78	70	7	41	23	68	15	74	44	43	73	28	36	65	66	8	8	95	8	256	29	5	316	28	1	643	163	17	1	219	37	1	0	347	54	5	1	0	316	136	24	5	0	0	560	690	99	20	0	0	0
6423	2018-11-10	А	2	26	53	49	5	6	10	47	40	14	8	17	38	27	18	71	74	44	41	50	37	41	161	7	248	71	3	333	37	0	942	166	15	1	257	56	1	0	323	67	6	0	0	317	139	10	0	0	0	700	694	192	23	1	0	0
6422	2018-11-09	А	3	8	53	78	21	25	68	65	32	17	39	56	41	66	35	48	72	33	50	31	76	30	120	4	224	25	3	254	34	1	639	121	7	0	203	43	1	0	282	72	4	0	0	394	98	27	0	0	0	1008	567	152	14	0	0	0
6421	2018-11-08	Б	2	16	41	52	25	6	55	3	47	39	9	43	49	17	34	1	60	58	37	67	27	21	103	29	225	82	1	214	59	0	760	171	25	0	271	48	1	0	292	90	20	1	0	306	225	53	2	0	0	725	800	176	34	0	0	0
6420	2018-11-07	Б	1	66	64	9	68	6	36	4	46	42	55	38	18	15	65	17	25	2	45	70	24	33	172	24	351	57	1	313	51	0	956	222	19	0	302	55	2	0	413	89	4	0	0	258	198	41	9	0	0	613	819	189	43	1	0	0
6419	2018-11-06	Б	3	8	21	53	74	47	18	70	40	3	36	45	46	15	49	29	75	78	55	59	73	40	100	9	184	62	2	331	21	0	596	141	14	0	231	26	3	0	283	67	4	0	0	296	150	16	1	1	0	728	626	177	43	0	0	0
6418	2018-11-05	Б	4	36	60	53	55	59	23	11	4	33	70	66	39	49	56	79	21	29	61	42	46	8	87	3	150	48	0	161	31	0	591	170	13	0	211	38	4	0	195	50	3	0	0	431	130	27	2	0	0	871	593	105	22	1	0	0
6417	2018-11-04	А	1	73	62	59	45	4	57	44	55	24	72	56	20	11	51	70	31	49	1	12	65	10	120	3	172	35	1	189	23	0	728	76	10	0	189	16	0	0	252	37	2	0	0	250	135	14	1	0	0	639	500	127	18	0	0	0
6416	2018-11-03	А	2	62	36	33	74	3	6	49	55	52	29	70	69	79	63	23	68	38	42	78	26	20	122	16	274	35	0	204	36	0	820	277	17	0	268	47	1	0	335	88	15	0	0	250	175	30	1	0	0	585	875	220	52	1	0	0
6415	2018-11-02	А	1	45	2	58	73	23	13	79	17	43	50	29	1	68	46	6	37	60	11	80	70	17	90	5	248	43	1	326	28	0	709	136	18	0	235	39	0	0	244	110	4	0	0	346	161	20	0	1	0	701	690	141	15	0	0	0
6414	2018-11-01	Б	1	34	46	39	20	49	8	26	77	70	58	36	51	68	16	1	41	13	43	25	15	23	74	2	211	20	2	200	18	1	631	114	13	0	230	23	0	2	262	50	1	0	0	250	129	16	1	0	0	772	680	120	20	0	0	0
6413	2018-10-31	А	3	80	59	48	14	5	26	27	20	70	11	25	23	61	68	58	71	33	47	29	9	42	107	2	268	56	1	242	45	1	740	179	25	0	263	62	3	0	383	56	5	1	0	186	163	38	4	0	0	562	712	137	13	1	0	0
6412	2018-10-30	Б	4	66	11	9	19	55	14	78	16	29	25	44	50	20	13	37	73	47	60	31	59	24	99	13	248	58	25	226	29	2	732	159	21	0	275	96	6	0	345	43	9	0	0	255	168	27	1	0	0	591	717	115	33	1	0	0
6411	2018-10-29	А	2	28	54	57	53	56	72	1	48	10	42	41	55	38	67	19	79	13	50	36	24	36	140	17	188	36	5	214	48	2	604	143	17	1	252	30	1	0	245	50	4	0	0	300	144	17	0	1	0	558	548	118	11	1	0	0
6410	2018-10-28	А	4	66	2	53	79	31	45	4	5	13	36	47	22	20	35	46	44	9	43	10	33	17	164	20	293	40	1	275	38	3	607	162	12	0	336	35	5	0	553	130	2	0	0	192	136	36	3	0	0	846	904	250	22	10	0	0
6409	2018-10-27	А	4	20	68	21	24	8	26	35	46	57	55	38	66	67	56	62	33	3	28	61	65	9	150	8	272	44	1	215	45	4	786	214	26	0	355	39	1	0	360	117	19	1	0	338	150	25	4	0	0	644	721	238	23	2	0	0
6408	2018-10-26	Б	3	51	33	9	3	70	69	1	2	58	26	28	30	4	43	39	31	67	61	59	60	34	159	16	288	70	2	441	49	1	849	194	14	0	246	51	11	0	315	56	3	0	0	301	136	23	1	0	0	686	710	152	16	0	0	0
6407	2018-10-25	Б	4	7	42	56	51	67	54	50	76	24	10	41	28	9	22	20	80	48	78	73	23	19	148	8	242	44	2	273	24	2	725	129	17	0	214	31	2	0	301	67	7	0	0	297	139	18	4	0	0	750	536	109	35	0	0	0
